Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-29317,Angelashire,House,633428,2,4,1583,1943,0,2024-04-19,81b5887e,3,111.22,4.45,1,454
P-29318,New Barry,Apartment,1031892,2,3,4369,2013,1,2022-03-27,50e98a2d,3,327.78,0.95,3,704
P-29319,West Crystal,Condo,586879,2,3,1770,1917,0,2024-09-02,af58efc8,5,222.98,1.27,4,304
P-29320,Deanberg,House,162220,5,2,1371,1975,1,2024-04-11,1b3a7bc8,4,177.99,2.31,3,159
P-29321,West Deborah,House,794263,2,4,4592,2011,0,2024-04-04,359dcb87,4,233.33,1.67,1,505
P-29322,Raventon,House,135438,5,1,4113,1951,0,2022-08-31,8ab43c38,3,146.67,4.16,3,451
P-29323,Knightchester,Condo,986679,1,2,4674,1958,1,2022-05-02,a330e150,4,499.34,0.73,5,46
P-29324,Maryshire,Apartment,973252,3,2,2403,2009,0,2024-05-05,22f129d3,0,94.26,3.71,1,146
P-29325,Mezabury,House,928246,4,2,1218,1901,0,2022-10-06,e27ee257,1,84.57,1.55,2,82
P-29326,Benjaminton,Condo,1016385,2,3,859,1986,0,2024-07-25,6c9ca8f5,3,70.2,1.54,2,517
P-29327,Sancheztown,House,134643,2,2,753,1933,0,2023-07-05,adc2be11,2,162.19,4.23,2,577
P-29328,North Charlesbury,Apartment,538750,1,3,2104,1919,1,2023-10-18,dd4efc87,5,423.07,4.28,2,90
P-29329,North Anna,House,783621,2,3,4006,1946,0,2023-06-30,d53c5382,4,172.27,4.12,5,603
P-29330,West Donna,House,617896,3,4,1447,1904,1,2023-06-11,594f2358,4,450.89,1.06,3,193
P-29331,Mathewstad,Apartment,790674,3,2,3825,1983,1,2024-08-08,5eff6540,2,448.53,1.35,4,180
P-29332,North Nataliehaven,House,854790,3,4,3861,2016,0,2023-10-11,0fb14b4f,0,413.92,4.15,3,463
P-29333,Cantrellmouth,Condo,485519,4,1,1189,2020,0,2021-12-08,b4d18c9f,3,463.06,1.03,4,662
P-29334,Tinahaven,Apartment,299210,2,2,744,1917,1,2021-12-19,2ff37362,3,410.54,1.96,2,50
P-29335,North Daltonmouth,Condo,788758,5,1,4755,1957,1,2021-12-01,6c28b1a4,0,135.27,1.38,3,373
P-29336,Henrymouth,Condo,111323,2,4,1147,1987,1,2023-08-12,5624486c,5,384.59,2.74,1,216
P-29337,Port Andrew,Condo,910569,1,4,629,1917,1,2022-08-16,137a2510,4,357.56,0.25,1,469
P-29338,Morrisonmouth,Condo,118442,3,3,3388,1932,1,2024-01-26,22dca4ca,1,277.89,3.36,2,408
P-29339,Harrisstad,Apartment,596997,1,3,3598,1928,1,2023-12-16,75c5d4bd,4,314.47,2.13,5,368
P-29340,Muellerbury,House,734305,2,1,4610,1985,1,2023-11-20,ac950dc2,2,419.17,3.68,5,398
P-29341,West Mark,Apartment,615113,4,2,3471,1908,0,2023-10-31,0ad9719f,0,440.86,4.73,1,147
P-29342,Cobbchester,Condo,767839,3,1,4715,1915,1,2024-06-24,e7c800da,4,331.12,2.23,4,434
P-29343,Lake Josephburgh,House,830821,1,1,2728,1992,0,2023-10-01,5d8e21e6,2,34.52,4.78,1,437
P-29344,Port Williemouth,Apartment,329465,4,4,2859,1984,1,2024-03-10,6c9690f4,4,399.86,0.64,2,440
P-29345,New Ruthside,Condo,231182,2,4,2284,1942,1,2024-11-05,b4ae8f38,5,254.22,1.89,4,292
P-29346,Robinsonland,Condo,231850,1,4,651,1905,1,2024-05-02,bcfa272e,4,275.78,3.12,5,91
P-29347,Kimberlyville,House,261215,5,2,2709,2007,0,2023-05-13,34c678f6,3,134.9,1.24,1,41
P-29348,North Caitlinstad,Condo,668859,3,4,2136,1985,1,2022-10-25,c95c16e5,4,53.55,4.44,2,529
P-29349,South Amyport,House,775287,1,1,2051,1985,0,2022-05-15,a9d4776b,1,46.31,4.48,5,538
P-29350,West Charles,Condo,800066,2,2,2309,1933,1,2023-06-27,0776ede4,4,73.43,1.26,2,616
P-29351,Lisaland,House,969744,3,3,4918,1905,0,2024-02-23,8783b61d,4,53.66,1.92,3,603
P-29352,Markton,Apartment,292943,3,3,2631,1903,0,2023-12-10,207bf7c5,0,366.42,3.31,1,197
P-29353,New Fernandoborough,House,949470,3,2,2694,1966,1,2022-07-29,1d50cb44,3,13.48,4.14,4,472
P-29354,Port Teresashire,Apartment,155254,2,1,1971,1960,0,2022-04-26,72bb2944,2,310.22,2.78,1,2
P-29355,Lauraside,Condo,286357,4,4,1002,1996,1,2024-02-01,77be7c54,0,423.17,0.67,4,54
P-29356,New Sheryl,Condo,279663,2,1,4723,1937,1,2022-06-08,125f1851,0,475.95,3.14,4,93
P-29357,South Lawrence,Apartment,97519,1,3,596,1928,0,2022-06-03,8a92370f,4,15.77,4.18,1,38
P-29358,Clarkside,Condo,408046,5,4,3522,1945,1,2024-02-12,241a131d,1,489.24,0.21,1,40
P-29359,Griffinberg,House,1040947,3,1,578,1916,1,2024-09-11,be4f159b,4,199.25,0.53,2,387
P-29360,Andersonbury,Condo,140934,2,3,1502,2007,0,2023-10-04,a7b64c91,0,491.02,3.35,4,402
P-29361,East Dustinton,Apartment,845554,1,3,4068,2014,1,2024-01-26,a4f98e90,0,59.8,2.49,3,267
P-29362,Hernandezside,Condo,850287,4,4,1309,1981,0,2024-08-19,0f54a883,4,403.1,0.44,4,684
P-29363,Lake John,Apartment,763689,3,1,1922,1957,1,2022-08-15,a1d7a3ca,0,166.03,0.41,4,519
P-29364,South Todd,Apartment,386867,5,1,3656,2010,1,2022-09-23,aafe4336,5,394.49,2.21,2,208
P-29365,North Albertstad,House,1046731,1,2,1872,1950,1,2023-03-19,e8e474db,4,105.25,2.35,5,556
P-29366,Mcdowellhaven,Apartment,940628,3,1,1209,1936,0,2022-06-27,3fbf41ea,2,72.5,1.75,5,401
P-29367,Kyleville,Apartment,205524,3,4,2300,1909,0,2024-04-28,5765f3cf,0,451.42,0.62,5,579
P-29368,South Michaelmouth,Apartment,352062,1,4,3837,1980,0,2023-05-17,171d6a33,5,448.36,3.21,2,259
P-29369,South Alexisfort,House,619408,2,1,4434,1946,1,2024-04-10,38ab09c0,2,60.75,3.41,2,96
P-29370,Johnsontown,House,277218,1,4,4070,1985,1,2022-06-16,bdfa2651,3,51.99,2.91,2,101
P-29371,Stevenbury,House,512423,2,1,2612,1915,0,2022-10-14,5cfff455,4,375.59,1.79,3,533
P-29372,Jameshaven,House,1039634,2,2,3015,2001,0,2023-09-28,c5fa4045,2,189.41,3.1,5,454
P-29373,Pachecoburgh,Apartment,835516,4,1,1664,1961,1,2024-02-12,0315666c,4,388.94,4.45,2,310
P-29374,Angelamouth,Apartment,453091,1,4,3441,2008,0,2022-01-07,5e680b7a,0,307.34,1.16,1,332
P-29375,New Anne,Apartment,592801,3,4,1791,1970,1,2024-05-24,978e9d75,4,300.9,4.54,2,708
P-29376,Stevenville,House,593423,4,4,4894,1963,1,2024-04-19,13683a08,4,403.08,3.27,3,542
P-29377,North Jesusside,Condo,1038711,4,2,3973,1926,0,2022-01-25,9090a03b,1,427,1.2,2,547
P-29378,Timborough,House,981882,3,2,2742,1972,1,2023-06-21,3ec184c0,0,233.23,2.32,2,409
P-29379,Gonzalesport,House,856598,5,3,3202,1935,0,2024-10-01,14c9e80c,2,163.28,2.29,1,435
P-29380,South Josephmouth,House,641680,1,3,4871,1931,1,2022-08-06,bc4ddd4e,2,320.94,1.42,2,481
P-29381,Maryborough,Apartment,831794,3,4,4909,1942,0,2024-09-09,b267dc8f,2,264.36,0.25,3,214
P-29382,New Veronicatown,House,858534,1,3,1012,1997,0,2023-09-15,77c60166,0,459.49,4.75,4,375
P-29383,West Daniel,Condo,528856,4,2,4014,1996,1,2022-09-05,2d3f66c8,0,248.52,2.78,1,612
P-29384,Milesmouth,House,200552,5,2,4162,1974,1,2024-04-14,bdff78fe,2,424.88,4.4,5,350
P-29385,East Elizabethstad,House,360970,1,4,576,2019,1,2023-01-13,2be3ee51,1,241.82,0.66,3,499
P-29386,Carterbury,House,590703,3,2,4023,2010,0,2022-01-25,77cb796e,4,481.59,2.61,5,260
P-29387,Timbury,Condo,240217,3,2,3228,1925,0,2024-07-26,2a87b65a,4,57.92,1.39,1,292
P-29388,Port Tammy,Apartment,370328,4,2,3368,1910,0,2024-08-24,7444d82c,4,51.28,2.98,4,162
P-29389,South Jessica,Condo,382500,3,1,883,2013,0,2023-10-14,fa72dd62,4,261.94,4.51,2,250
P-29390,Barberchester,House,488289,5,1,3991,1951,0,2022-07-27,1.75E+13,2,180.4,3.07,4,529
P-29391,Beckyville,Condo,311798,1,2,4869,1995,1,2022-01-15,525d9a8f,0,291.8,0.63,5,372
P-29392,Samanthachester,House,131699,1,1,2161,2014,0,2023-11-14,76d00883,3,215.95,4.46,2,551
P-29393,East Kathy,Apartment,908812,1,3,511,1989,0,2024-01-26,0a8fa893,1,322.39,3.28,2,106
P-29394,East Jamesfort,Condo,434650,4,4,1600,1903,1,2022-07-12,194fa02c,4,192.61,4.39,2,552
P-29395,Ericland,House,488097,1,1,3175,1956,0,2024-05-26,28f7fd73,4,114.62,0.67,3,143
P-29396,Lake Mark,Condo,387307,4,3,3089,1970,1,2024-07-12,9a078554,3,335.33,2.32,1,574
P-29397,Ashleyland,Apartment,595594,4,4,4310,1924,0,2023-04-05,c8bb7f1d,4,197.15,0.13,3,166
P-29398,Thomasshire,Condo,563421,3,2,2784,1919,0,2022-08-17,f2e3c862,5,103.54,3.81,3,637
P-29399,Richardschester,Condo,461432,5,2,588,2012,0,2022-04-24,ec38e370,2,155.38,0.45,1,426
P-29400,Sharonstad,Condo,195250,3,4,3435,1998,0,2024-07-20,52a4e7c1,5,98.83,4.66,5,439
P-29401,Kevinhaven,Condo,339888,5,4,3096,2015,0,2023-12-19,e07aa78c,5,293.26,4.31,5,122
P-29402,Georgeland,Apartment,799376,2,4,3397,1975,1,2022-07-17,035043b9,0,193.78,2.97,5,631
P-29403,East Colleen,House,797751,3,3,2723,1928,0,2023-09-02,cac75aa2,1,18.89,3.87,3,389
P-29404,Maryfort,House,138847,1,4,2315,1912,0,2023-01-04,687c03a7,0,455.25,4.91,3,70
P-29405,Christopherberg,Condo,752213,5,2,4248,1906,1,2022-11-09,83755755,3,460.89,2.77,3,196
P-29406,North Karl,Apartment,898202,2,3,3027,1987,1,2024-08-30,1cef5246,0,386.99,0.67,1,341
P-29407,Nguyenside,Apartment,541168,1,4,3218,1959,1,2022-04-10,86e2d7aa,3,232.39,2.56,4,105
P-29408,North Shawn,Condo,831590,1,3,3661,1949,1,2024-06-16,17a71ac0,0,52.7,3.63,1,90
P-29409,North Denisemouth,House,858724,5,1,3653,1953,0,2024-04-08,7f9d57a4,1,469.71,1.78,4,536
P-29410,Lake Reginafurt,Condo,329213,1,1,648,1951,0,2023-01-23,6774ae08,3,387.45,4.87,2,497
P-29411,New James,Condo,738633,1,1,4354,1960,1,2023-08-12,f7cc9f64,1,445.36,3.45,2,124
P-29412,New Brandonview,House,419240,1,3,2730,1948,0,2023-08-02,1629ce58,0,432.47,3.26,3,720
P-29413,Lake Catherine,House,473163,2,3,4472,2002,0,2022-01-12,c59f6f9c,0,293.64,0.19,3,402
P-29414,South Seanshire,House,618666,1,1,2740,2007,0,2022-01-27,c6d93f2b,0,333.49,4.34,5,278
P-29415,West Cynthiashire,Apartment,379130,1,4,2610,1966,0,2024-03-20,e35d0a2b,2,409.3,4.95,2,190
P-29416,New Micheleville,House,826024,3,4,3585,2014,0,2022-05-03,0c4f38c8,0,40.96,3.97,5,114
P-29417,Lake Todd,Apartment,367065,3,2,3222,1971,0,2021-12-27,9c584e40,0,310,3.48,5,222
P-29418,Laurenburgh,Condo,163970,3,2,3937,1989,0,2024-08-07,0516f62f,2,366.68,4.98,2,729
P-29419,Stewartchester,House,481461,1,1,2857,1959,1,2024-09-06,3d2716e0,4,258.58,3.26,1,394
P-29420,Markside,Condo,343095,2,4,1686,1902,0,2022-05-02,580146b7,4,415.3,3.87,1,687
P-29421,Weststad,Apartment,629730,3,2,608,2011,1,2024-09-06,8db152ef,5,265.77,4.6,1,339
P-29422,Lake Diane,Condo,394955,4,1,2356,1993,0,2022-06-24,585f3d26,3,178.73,4.81,4,106
P-29423,Lake Paula,House,780831,4,3,4079,1907,0,2024-09-12,7a9701ba,5,19.15,1.29,4,399
P-29424,New Christina,Apartment,418985,3,1,4870,1999,1,2021-12-19,387901c9,2,419.22,3.9,3,111
P-29425,Lake Angela,Apartment,860500,3,3,1180,1924,1,2024-03-01,13cdbd5a,2,219.62,1.54,3,544
P-29426,Lake Katrinaview,Apartment,737513,3,4,4836,1940,0,2022-11-26,ba3eae75,4,386.93,4.8,2,572
P-29427,South Heather,House,84188,4,2,1720,1900,1,2024-02-27,ebd6c198,0,429.34,0.67,3,104
P-29428,Vargasmouth,Condo,133341,2,1,2617,2010,1,2022-05-03,9559152d,0,419.29,3.93,5,475
P-29429,South Anna,Apartment,579441,5,3,3133,1991,1,2024-04-22,b8902361,0,13.39,3.16,4,485
P-29430,New Melindaside,Apartment,621770,3,2,1192,1938,1,2024-11-01,1e2d0ccf,3,321.72,0.34,2,695
P-29431,West Charlesview,Condo,157721,2,1,3914,1923,0,2024-10-04,2d41663d,3,494.9,3.37,2,368
P-29432,Lisamouth,Condo,380000,4,1,690,1976,0,2023-02-13,1d626f6d,2,20.19,0.51,1,597
P-29433,West Jason,Condo,883208,3,2,1482,1913,0,2023-05-14,977ddeb3,5,184,0.87,2,6
P-29434,Port Brettstad,Condo,260642,5,1,1737,2005,1,2022-09-04,eec47761,2,152.36,2.26,1,155
P-29435,Lewisside,Condo,371104,3,2,4701,1986,1,2022-02-04,0f563fda,5,380.07,0.94,4,333
P-29436,Port Andrea,House,829862,2,1,630,1934,1,2023-10-04,389d2168,0,497.12,1.72,2,388
P-29437,Sandersstad,Apartment,203695,3,4,3000,2012,1,2023-06-01,3ea89ee2,4,150.36,0.76,1,529
P-29438,Hickmanborough,House,250885,2,2,1423,1977,1,2021-12-11,df952542,3,449.79,0.16,4,196
P-29439,West Judyfurt,Apartment,502588,2,2,4684,1942,0,2022-11-06,1819d0df,4,30.59,0.53,3,597
P-29440,Port Pamelahaven,Apartment,755504,5,4,1192,2004,1,2023-02-12,81ff4609,3,423.23,4.02,1,5
P-29441,Port Tinaton,Condo,684677,5,4,3160,2011,1,2024-06-24,4463756c,2,140.51,0.8,3,186
P-29442,West James,Condo,331079,5,4,4943,1950,0,2024-10-14,a82a6c93,4,135.76,3.32,5,206
P-29443,New Suzannestad,Apartment,150635,1,3,4547,1950,1,2022-10-23,f72d9583,0,439.74,4.18,2,66
P-29444,Jasonport,Condo,411287,5,3,1097,1900,0,2024-04-02,b936a3ac,0,196.69,1.4,4,524
P-29445,South Richard,House,834061,1,4,4256,1946,1,2024-08-01,9aa554b4,2,154.59,3.92,5,424
P-29446,Lake Christopher,Condo,288754,1,1,4876,1901,0,2022-06-25,bb51000b,4,488,0.69,4,495
P-29447,Garymouth,House,956937,1,1,2402,1935,1,2023-03-03,cf663570,3,276.76,3.51,1,57
P-29448,Thomasberg,Condo,661655,3,3,3654,1968,0,2021-11-27,4d56c794,2,334.17,4.89,5,186
P-29449,Martinshire,Apartment,900887,2,1,4248,1902,0,2024-04-01,ade26b4e,3,327,3.41,5,400
P-29450,Amandabury,Apartment,108245,2,2,4531,1957,0,2023-08-14,fc5b4cbb,0,313.64,4.08,5,598
P-29451,Williamsmouth,Apartment,403697,2,4,1833,1963,0,2024-10-12,cbd2c0fd,2,56.56,0.18,1,290
P-29452,Lake Debra,Condo,322662,1,2,4250,1939,0,2023-02-14,1cf6b43f,5,246.34,1.07,3,657
P-29453,Port James,House,284797,3,3,4127,1971,0,2022-12-19,48b8677c,2,293.38,2.92,5,165
P-29454,East Coltonview,House,761618,4,2,3083,1929,0,2023-07-02,fb4aaf05,2,258.12,0.99,1,128
P-29455,South Jamesmouth,House,813432,3,4,1156,1932,1,2023-02-19,d9e7f42c,2,74.37,3.59,1,402
P-29456,Rebeccaport,Condo,190622,2,1,3337,1956,1,2022-10-12,55fbeeb3,4,269.01,3.26,3,724
P-29457,Matthewview,Condo,1032898,1,1,649,1909,1,2023-07-12,90dca855,1,176.89,0.23,5,474
P-29458,South Morganborough,Condo,131377,5,3,1025,1985,0,2023-04-24,4104718a,5,196.92,4.03,5,137
P-29459,New Mollyport,Condo,638471,5,3,3449,1967,1,2024-03-27,7f2581a5,4,26.73,1.43,4,268
P-29460,South Jennifer,Apartment,159034,2,4,2681,1924,1,2022-01-25,62c0c6d4,3,53.01,3.41,4,592
P-29461,Frostton,Apartment,547877,2,2,2541,1910,1,2023-10-13,e46eb1f3,2,324.94,1.12,2,332
P-29462,Dillonchester,Apartment,790466,5,2,1387,1918,0,2023-06-10,c18af184,4,164.82,0.9,1,507
P-29463,Robertborough,House,1020761,4,3,3936,1988,1,2022-11-22,98af2f8a,5,346.04,3.75,5,258
P-29464,Lewisside,House,870609,3,4,4096,1912,0,2023-10-25,4d7b2af5,0,338.47,1.12,2,704
P-29465,Chadborough,House,755712,2,2,2646,1977,1,2024-06-12,c41e64f7,1,191.26,3.09,4,451
P-29466,South Matthew,Condo,698097,5,1,3212,1930,1,2024-09-14,34822805,1,183.18,2.02,4,39
P-29467,Martinmouth,Condo,800388,4,4,4014,1922,0,2023-05-09,fce1ee95,4,229.74,4.52,3,588
P-29468,West Michele,Condo,541481,3,3,725,1927,1,2023-04-30,08c32c63,3,141.62,4.62,5,219
P-29469,North Marychester,Condo,184236,2,1,641,1978,1,2023-01-09,ef29f530,4,187.09,3.84,1,464
P-29470,Amyburgh,House,449937,5,3,2998,2015,0,2024-03-03,9f77e05f,1,92.07,1.76,4,509
P-29471,Deborahshire,House,622977,2,3,4929,1999,1,2022-08-03,244ab0b0,3,78.16,0.72,1,202
P-29472,Lake Gregory,Condo,993858,5,3,1570,1917,1,2023-11-30,fc64fe64,4,295.03,3.19,2,496
P-29473,Kiarastad,Apartment,341654,2,2,3147,1994,1,2022-03-16,bc0efd0d,2,416.62,4.19,1,218
P-29474,North Robertview,Apartment,320406,4,3,3264,1999,0,2024-03-14,a1f36386,1,295.46,2.92,2,169
P-29475,North Rebecca,House,690448,3,1,2792,1935,1,2022-03-11,cc9424e8,4,13.79,0.55,3,12
P-29476,Nicholaston,House,474464,4,1,4425,1998,0,2021-12-20,bf22c0e0,5,111.95,4.96,2,220
P-29477,Nancyborough,Condo,471922,5,1,1756,1930,0,2023-09-15,aa23d1ee,4,369.81,1.17,3,652
P-29478,Campbellchester,House,907914,2,1,2055,1933,1,2022-05-14,5def2196,4,370.47,0.29,3,243
P-29479,Port Cory,Apartment,806403,4,2,2053,1995,1,2022-09-22,1.12E+13,3,113.66,4.48,2,695
P-29480,Richardtown,Apartment,550451,4,1,3046,1965,1,2024-06-07,5ea81a95,2,347.92,0.44,4,465
P-29481,New Angela,House,778044,1,2,636,1982,1,2022-07-29,9c625c81,2,51.47,1.63,2,74
P-29482,Mitchellview,Condo,521535,1,2,2083,1935,0,2023-01-30,db71b6b5,1,218.65,0.91,2,289
P-29483,South Davidborough,House,822115,5,3,1075,1942,0,2024-05-13,04ff9eec,1,306.78,0.6,4,48
P-29484,Port Christopherstad,House,1029890,5,4,2835,2022,1,2024-02-28,2c0aa99c,4,174.83,4.95,3,484
P-29485,Marksside,House,223685,2,1,569,1956,1,2024-01-31,4ecf706d,3,422.95,0.77,4,324
P-29486,Lopezmouth,Condo,735866,4,4,3928,1935,0,2022-01-27,c8681fa9,0,356.76,1,4,104
P-29487,New Dennis,Condo,951531,1,1,1179,1959,1,2021-12-03,688e268e,3,396.35,2.7,1,119
P-29488,North Christopherbury,Condo,180461,4,1,4038,1943,1,2023-08-24,1ae8f47a,0,33.49,0.52,1,536
P-29489,West Joshua,Apartment,718004,1,1,970,1970,0,2023-02-03,6b7194cb,5,420.86,1.39,2,120
P-29490,North Shawn,Apartment,371291,4,1,881,1906,1,2022-01-22,d02ad608,1,342.6,1.11,2,89
P-29491,South Allen,Apartment,958319,3,2,2693,2022,0,2024-01-23,be6f8497,4,257.98,1.26,5,723
P-29492,Jasonburgh,Apartment,273859,1,4,3504,1983,0,2024-06-27,399f9479,5,16.87,2.73,2,96
P-29493,Samanthachester,Condo,285549,5,4,2538,1943,1,2024-07-25,fdb57e98,5,32.35,4.6,5,116
P-29494,West Samuelbury,Condo,693554,4,2,4551,1904,1,2022-03-15,982c9833,0,116.83,2.24,1,436
P-29495,West Robert,Apartment,597114,1,3,4611,1906,0,2022-09-14,24d76aec,2,49.1,0.45,5,634
P-29496,Garciachester,Apartment,146575,4,1,1589,2013,0,2023-09-12,e8395a73,5,68.96,3.12,3,634
P-29497,West Joel,Condo,624054,2,2,4985,2014,1,2023-09-04,665998c0,5,339.84,3.05,4,234
P-29498,West Angela,House,107834,5,2,2633,1991,1,2022-03-15,f6fef86f,0,269.87,4.29,5,212
P-29499,North Erica,Apartment,225940,5,4,2914,2000,1,2022-03-05,64f95a8b,5,83.18,1.03,2,719
P-29500,Lake Joanside,Condo,397968,3,2,4486,2023,0,2024-10-21,9b44aa0d,3,328.46,1.58,3,698
P-29501,Port Michael,House,661489,3,1,878,1953,1,2024-10-26,e7177fb4,1,422.95,4.16,1,142
P-29502,North Albert,Condo,829772,2,1,4004,1903,1,2022-06-02,39a6d96c,0,331.92,3.53,3,699
P-29503,Ellisonfurt,Condo,452656,5,4,884,1927,1,2023-10-12,7c103f49,4,489.72,2.87,4,464
P-29504,South Patrick,Apartment,209492,3,4,3789,1952,0,2023-10-25,7113443d,3,483.57,3.22,4,26
P-29505,New Connie,House,759591,5,2,3174,1971,1,2022-12-29,b0ea1572,4,472.53,2.9,5,87
P-29506,Riverashire,Condo,123573,4,2,4074,1997,0,2024-09-01,58d24921,5,196.8,2.26,4,554
P-29507,Gentryville,House,295689,1,3,3780,1951,0,2022-11-07,3740fb82,4,222.9,3.23,3,393
P-29508,New Sara,Apartment,779311,2,3,3021,1989,0,2022-04-13,6e1996a0,2,61.2,0.43,4,415
P-29509,Fisherhaven,House,1006466,1,3,2808,2001,1,2023-08-28,ab262246,5,403.19,3.15,1,613
P-29510,Morenoview,Condo,383840,2,1,2877,1956,1,2024-04-07,734e4824,4,252.51,0.61,1,116
P-29511,Ramirezfurt,House,969508,5,1,1239,2006,0,2023-07-27,84f56e9b,1,171.66,2.88,3,311
P-29512,Lake Jessicaville,Condo,777807,4,3,1533,2020,1,2022-09-28,2f60dadd,3,7,3.74,2,430
P-29513,Tylermouth,House,158260,2,3,3199,1901,1,2024-06-24,8d70ce92,3,394.95,0.86,2,519
P-29514,West Michael,Condo,578837,3,4,1082,1988,0,2022-06-17,9bc6e4ff,0,86.39,4.87,4,482
P-29515,Ryanborough,Condo,96708,5,4,653,1987,1,2023-01-06,449f5c64,0,253.58,1.24,2,152
P-29516,South Raymond,House,187271,2,2,4333,1916,0,2023-02-20,b5272b11,5,21.2,3.41,3,615
P-29517,West Kevinburgh,Apartment,750357,2,2,4806,1956,1,2024-01-09,31c74963,0,79.19,3.89,5,478
P-29518,West Stephaniehaven,House,616174,1,3,2014,1958,1,2022-05-03,4ff775f2,3,85.26,2.69,1,280
P-29519,East Jeanettefurt,House,993386,3,2,1073,1969,0,2021-12-31,b81d1413,1,84.89,1.15,3,261
P-29520,Hudsonville,Condo,964734,4,4,3447,1947,1,2023-12-16,2a1d994f,1,2.24,3.7,3,515
P-29521,Annashire,Apartment,338252,3,1,1024,1916,1,2024-02-08,b304c23f,1,129.35,1.97,1,626
P-29522,Shannonbury,Apartment,459592,2,1,3455,1913,0,2023-11-09,6e636c6f,3,417.78,3.47,5,376
P-29523,Lawrencehaven,Apartment,807329,5,3,2642,1958,1,2022-06-01,f1cd808e,2,388.8,2.47,5,492
P-29524,North Jamesville,House,366381,3,4,3826,1935,1,2024-06-15,4daed6ca,3,125.12,0.6,3,163
P-29525,New Kellifort,House,640586,5,4,550,1945,1,2024-08-10,3f514d59,1,289.83,4.96,5,55
P-29526,New Christopher,Condo,947714,3,3,2614,1907,1,2023-11-04,c0e3628a,2,419.76,3.58,3,436
P-29527,Port Kennethport,Condo,337943,1,3,3606,2021,1,2022-11-20,a27144d5,5,493.07,1.83,1,6
P-29528,Jameston,Apartment,873706,1,1,2117,1981,0,2022-02-07,cfa7f94b,4,451.73,0.98,3,716
P-29529,Amyport,Condo,481997,2,2,2717,1999,0,2023-09-06,fdf719da,0,23.08,2.82,2,339
P-29530,Grantfurt,Condo,337851,3,2,4259,1902,1,2023-05-28,5a1e7dfe,3,74.77,3.12,1,54
P-29531,Jeanborough,Apartment,722896,2,2,1951,1901,1,2024-10-04,cb207c14,5,42.7,3.7,4,442
P-29532,Amyland,House,322506,5,3,746,1995,1,2024-04-09,67dc7a71,5,439.51,3.41,2,107
P-29533,Nicholsfort,House,1015847,4,4,1569,2010,1,2024-04-15,97e0b1da,3,134.98,2.85,1,203
P-29534,Mcneilmouth,Apartment,311255,4,3,4570,1995,1,2023-07-14,66be90b8,3,383.37,2.66,3,86
P-29535,East Mistyfurt,House,613600,2,3,4197,1935,1,2023-12-27,cc128778,5,235.62,3.17,3,561
P-29536,Martinborough,House,391863,5,2,4925,2003,1,2023-05-25,e30d9497,3,34.96,2.4,1,185
P-29537,Penaton,Apartment,418036,2,3,4826,1953,0,2022-06-07,66617fb7,1,376.84,1.43,1,628
P-29538,Lake Elizabeth,Apartment,979381,2,2,717,1977,0,2024-04-02,8a577b69,0,274.74,3.57,2,684
P-29539,Daughertystad,Apartment,939962,5,4,2959,1949,1,2022-01-24,f26c1e00,5,65.45,3.37,2,569
P-29540,Stephanieside,House,542186,2,3,3321,1944,1,2024-02-04,a133d553,3,253.7,2.16,2,348
P-29541,Port Maryview,House,573584,1,3,4231,1996,0,2022-02-11,f3e8a07b,2,119.56,1.99,2,70
P-29542,Tiffanyport,House,297323,3,3,752,1931,0,2023-12-26,36da8602,3,472.63,4.93,3,264
P-29543,Lewisstad,House,165215,5,1,525,1950,1,2024-10-10,f81ea063,0,381,0.57,5,650
P-29544,Bonillaborough,Apartment,273021,1,4,4128,1984,1,2022-04-30,3dae40fd,0,478.76,4.34,1,337
P-29545,Port Karenburgh,House,755507,5,2,2483,1998,1,2024-02-08,68f97e96,2,275.34,2.45,2,507
P-29546,New Sheliachester,Apartment,1002513,5,2,614,1911,0,2024-10-05,16396c4b,2,499.16,0.94,1,314
P-29547,Lake Justin,House,97685,2,3,4170,1963,1,2022-01-17,e63a0f6b,2,443.2,3.81,1,710
P-29548,East Davidland,Apartment,673244,4,1,3465,2022,0,2023-02-07,8ada92c0,5,66.24,2.71,5,34
P-29549,North Tracy,Apartment,629402,3,2,2982,1905,1,2022-08-19,f32295ba,4,125.95,2.91,3,403
P-29550,Davidport,Apartment,612730,1,3,1844,1930,1,2023-08-28,7abe5ee0,4,490.8,2.75,5,47
P-29551,Barbaraland,House,871022,3,2,4654,2005,1,2023-07-11,6a6a13f8,4,478.78,0.49,2,243
P-29552,North Christophertown,Condo,866817,1,1,713,1945,0,2024-01-03,49d45d14,4,112.94,2.55,3,168
P-29553,North Edward,House,206453,1,2,1404,1934,1,2023-04-15,b4f650f7,1,193.71,0.81,2,357
P-29554,Alexanderbury,Apartment,532042,1,4,1065,1966,0,2024-01-13,3a0fb7ae,2,294.03,3.58,4,378
P-29555,West Jennifer,House,1042028,3,2,903,1947,1,2022-01-02,67cd73a5,3,489.69,2.93,4,122
P-29556,Port Sarah,House,532959,4,2,3137,1995,1,2024-05-04,336d18cd,3,159.79,0.16,3,646
